43	chicken	15	48025	7850555
43	turkey	17	57840	6856990
43	spotted_gar	LG20	581702	14714633
43	human	22	19330698	132887605
44	zebra_finch	1	90906381	113960493
44	chicken	1	105274469	128453951
44	human	X	3308565	45200876
44	spotted_gar	LG14	196931	29012789
44	turkey	1	104208205	124089377
45	turkey	10	17463079	27739698
45	human	1	43164184	75913242
46	zebra_finch	9	13972331	25555724
46	turkey	11	12488383	23675369
47	zebra_finch	12	58669	13787431
47	chicken	12	7117230	20056211
48	turkey	3	222461	37601910
48	zebra_finch	2	59472556	93768450
49	zebra_finch	23	175423	6788448
49	chicken	23	619285	6143548
49	human	1	23019468	41242306
49	spotted_gar	LG6	199625	12562439
49	turkey	25	38817	5282716
50	human	13	19702500	85799419
50	zebra_finch	1	41872839	69036997
51	human	14	73886859	105301001
51	chicken	5	37179709	52340401
52	chicken	7	7458301	21546560
52	human	2	159803355	208025527
53	chicken	Z	10009940	25945771
53	human	5	31639131	80256048
54	turkey	3	17121102	64476712
54	chicken	2	71830475	117723098
55	turkey	12	8344964	19506191
55	chicken	10	9150585	20328255
55	zebra_finch	10	21194432	21943401
55	spotted_gar	LG3	44234101	56354111
55	human	15	43371101	91022594
56	turkey	14	6562432	19504606
56	zebra_finch	12	58669	13787431
57	turkey	9	3079100	18035994
57	chicken	4	3024644	17693426
57	zebra_finch	4A	9723	18436308
57	human	X	63634967	155943769
57	spotted_gar	LG7	20714993	48983501
58	turkey	1	120420570	158830189
58	chicken	1	122952088	163426705
58	zebra_finch	1	79355918	87628151
58	human	X	281381	109618990
58	spotted_gar	LG17	20527804	29899602
59	chicken	6	23293183	36049012
59	human	10	100912963	132786147
60	turkey	6	26334371	46638544
60	zebra_finch	2	28519433	49685518
61	human	14	73886859	105301001
61	zebra_finch	5	38447237	54595160
62	zebra_finch	6	21528221	35541099
62	human	10	100912963	132942570
63	human	11	71880704	110712437
63	chicken	1	179390413	195708590
64	turkey	4	16002851	30251816
64	chicken	4	35993612	50469586
65	zebra_finch	14	1270765	9225002
65	turkey	16	6023429	12559795
66	turkey	26	42808	6376899
66	chicken	24	66115	6342597
66	zebra_finch	24	335375	7663326
66	human	11	111786286	134412242
66	spotted_gar	LG26	18970	11505369
67	zebra_finch	8	18065218	32449297
67	turkey	10	12442	14139002
68	chicken	15	48025	6801772
68	turkey	17	57840	6856990
69	turkey	3	59742582	88090571
69	chicken	2	114985035	145212342
70	turkey	21	54111	5505298
70	chicken	19	745575	6251128
71	turkey	1	46403090	51818635
71	chicken	1	48213238	53944028
72	zebra_finch	5	40122491	54691097
72	chicken	5	38728302	52421676
73	chicken	3	37239581	58116736
73	turkey	2	36468776	57496409
73	human	1	228735479	236903981
73	zebra_finch	3	68879087	72200123
73	spotted_gar	LG16	1181863	16379956
74	human	12	57941567	101407772
74	chicken	1	31583963	47755544
75	turkey	15	1127849	10882203
75	chicken	13	1546530	11256289
75	human	5	138506095	172006638
75	zebra_finch	13	33925	7548292
75	spotted_gar	LG6	22694247	39855572
76	turkey	12	8344964	18881968
76	zebra_finch	10	9667644	20581708
77	chicken	9	15426358	23667882
77	human	3	148991540	186806482
78	zebra_finch	1A	29413379	44939356
78	human	12	58872155	101407772
79	chicken	8	55919	7919419
79	turkey	10	6213177	14281154
79	human	1	163321954	186988981
79	zebra_finch	8	29028110	32170177
79	spotted_gar	LG10	284005	1030252
80	chicken	24	277565	6310572
80	zebra_finch	24	335375	7459511
81	human	4	9781634	56464578
81	chicken	4	64253358	78018377
82	human	4	9781634	56464578
82	zebra_finch	4	13581589	27987476
83	human	12	59596029	101407772
83	turkey	1	31576797	45999431
84	turkey	11	15060719	23675369
84	human	3	148991540	186806482
85	turkey	26	172819	6330479
85	zebra_finch	24	335375	7457706
86	zebra_finch	1	70381239	96114730
86	turkey	1	120420570	145218816
87	zebra_finch	9	16949538	25555724
87	human	3	148991540	186806482
88	zebra_finch	11	259649	5910868
88	chicken	11	337422	5595397
88	spotted_gar	LG23	1652861	17011386
88	human	16	51135982	84177918
88	turkey	13	10169021	12199422
89	turkey	3	109939	17980148
89	chicken	2	52341657	70995690
89	spotted_gar	LG9	42908500	51337989
89	zebra_finch	2	49707248	49871407
89	human	7	148698903	149028505
90	zebra_finch	8	1946550	11341175
90	turkey	10	18172073	26620036
91	turkey	4	123872	15482043
91	chicken	4	19473105	34622435
91	human	4	30156369	170089956
91	zebra_finch	4	37431284	70503046
91	spotted_gar	LG4	10669673	63845953
92	zebra_finch	3	93873194	107933553
92	chicken	3	15540237	28771065
92	spotted_gar	LG16	2763285	61663026
92	human	6	25075463	227318492
92	turkey	2	15673144	26408691
93	zebra_finch	17	5636940	9585466
93	human	9	127731524	136724742
94	turkey	21	5626087	9523374
94	chicken	19	6443820	10430828
95	chicken	17	5470476	8846366
95	human	9	127716079	136724742
96	human	X	281381	45200876
96	chicken	1	110880306	130192281
97	turkey	19	4688262	8072359
97	human	9	127716079	136724742
98	zebra_finch	26	2679268	6859187
98	chicken	26	297064	2677389
98	human	6	36270060	207077817
98	turkey	28	22334	3524254
98	spotted_gar	LG3	22739344	37199094
99	human	22	32387582	42614883
99	chicken	1	49211738	53345517
100	zebra_finch	Z	48331496	60256718
100	human	5	31639131	68301821
101	turkey	Z	8425381	23921143
101	human	5	31639131	79991262
102	turkey	Z	47740430	65726342
102	chicken	Z	54179323	73892890
102	zebra_finch	Z	3439095	40671967
102	human	9	25676969	128538245
102	spotted_gar	LG2	785171	66618676
103	turkey	Z	9778671	33471839
103	chicken	Z	11350311	37406509
103	human	9	68705240	74887921
103	spotted_gar	LG2	33215055	34449149
103	zebra_finch	Z	12166061	13956650
104	human	22	32387582	42614883
104	zebra_finch	1A	46362995	50774249
105	chicken	8	19301991	24926407
105	human	1	43147904	54610329
106	zebra_finch	11	5913880	12371371
106	chicken	11	13702857	19566555
106	turkey	13	12484380	19060266
106	human	16	68645310	90044960
106	spotted_gar	LG23	763220	8786898
107	turkey	24	8333	3951422
107	chicken	22	82957	4637570
107	human	8	20144855	74893359
107	spotted_gar	LG1	3687680	12968054
107	zebra_finch	22	37977	5455762
108	zebra_finch	15	10035383	14326282
108	turkey	17	2774009	6856990
109	chicken	20	10277585	14231762
109	turkey	22	9797201	13724191
110	chicken	3	16353517	27083914
110	turkey	2	15673144	26408691
111	chicken	8	3698028	10702975
111	zebra_finch	8	24985087	32261242
112	human	22	35066158	42614883
112	turkey	1	47469760	50562052
113	turkey	6	97033	12307860
113	chicken	2	545276	15707661
114	chicken	21	199283	4814682
114	zebra_finch	21	16031	7812161
114	human	1	923923	19658452
114	spotted_gar	LG25	4031595	14030562
114	turkey	23	181932	6675142
115	turkey	9	12	2950733
115	chicken	4	26349	3013529
116	spotted_gar	LG11	35078637	41517896
116	chicken	2	20891484	33381888
117	chicken	3	92178341	106890086
117	turkey	2	91845024	105818130
117	spotted_gar	LG1	16199642	64904460
117	human	2	10054292	29263070
117	zebra_finch	3	18920	13510345
118	chicken	21	201771	4191010
118	human	1	923923	11262551
118	zebra_finch	21	5099858	5170903
119	human	14	73886859	96264763
119	turkey	5	36750009	45943972
120	chicken	9	942143	9562155
120	turkey	11	4412350	11476963
121	human	4	151099628	186723856
121	zebra_finch	4	31063533	43933796
121	chicken	4	19298896	44114581
121	spotted_gar	LG4	67414322	70222688
121	turkey	4	27283757	27502610
122	chicken	3	62133744	80599905
122	turkey	2	62381996	79858642
123	zebra_finch	1	28730100	41666689
123	human	11	76783356	109429167
124	human	X	3308565	45200876
124	zebra_finch	1	90906381	107743687
125	turkey	28	1114509	3632562
125	chicken	26	1308253	3877828
126	spotted_gar	LG9	4392640	13923345
126	chicken	2	102867238	118234483
127	human	6	75084326	119349761
127	turkey	2	62077176	79858642
128	spotted_gar	LG11	35078637	41517896
128	zebra_finch	2	21768429	34847495
129	turkey	5	4522098	6209394
129	chicken	5	192835	1861140
130	chicken	8	10802801	19267676
130	human	1	76074746	103555239
131	chicken	11	58517	2637514
131	turkey	13	9744969	12199422
132	spotted_gar	LG9	4392640	13923345
132	zebra_finch	2	105146794	120426922
133	chicken	10	5753893	12778588
133	spotted_gar	LG3	37554720	42407879
134	turkey	Z	6584550	22913792
134	chicken	Z	8478338	24761610
135	zebra_finch	7	16418777	23006345
135	turkey	7	9191716	15767016
136	zebra_finch	10	6249960	13344779
136	spotted_gar	LG3	37554720	42407879
137	human	14	44924324	64543237
137	turkey	5	52105846	58232676
138	zebra_finch	19	4362674	7961709
138	turkey	21	76985	3169675
139	zebra_finch	3	18920	7675674
139	chicken	3	104129100	110582397
139	spotted_gar	LG1	15241287	37533433
139	human	8	11284816	52577060
139	turkey	2	108824315	108837286
140	turkey	5	13435939	19596979
140	chicken	5	13890347	20127544
140	zebra_finch	5	6433707	18159443
140	human	11	494515	71252577
140	spotted_gar	LG27	6176	44935098
141	zebra_finch	7	18948210	27628365
141	human	2	182833275	207769906
142	zebra_finch	7	10704427	18817042
142	human	2	159803355	182794464
142	turkey	7	18349563	23919311
143	chicken	7	13602681	21546560
143	spotted_gar	LG12	13474707	18817686
144	turkey	7	4997780	13234831
144	human	2	182833275	207769906
145	spotted_gar	LG12	14511064	19144495
145	human	2	159803355	190319826
146	turkey	8	2232558	15562864
146	human	10	45972489	79445624
147	zebra_finch	3	95212030	106172293
147	turkey	2	15957427	26408691
148	human	14	41606876	64543237
148	zebra_finch	5	54639523	61797651
149	zebra_finch	27	1916829	3262065
149	chicken	27	4033423	5189596
149	human	17	38847860	43211688
149	spotted_gar	LG15	107011	9932857
149	turkey	29	3082562	4232643
150	zebra_finch	7	10704427	18741304
150	spotted_gar	LG12	13474707	18817686
151	zebra_finch	7	9004314	16403136
151	turkey	7	16824557	23919311
152	zebra_finch	4	12998199	29521054
152	turkey	4	44287581	58696559
153	spotted_gar	LG16	7698641	16774320
153	human	2	32277904	68658251
153	chicken	3	135951	33282722
153	zebra_finch	3	77439497	112409264
153	turkey	2	3150597	8881554
154	human	18	158557	35143470
154	chicken	2	96081907	107323974
155	zebra_finch	11	3325155	5910868
155	turkey	13	10004649	12218308
156	human	21	31118418	44240943
156	chicken	1	104556127	110471879
157	chicken	24	2923350	6310572
157	human	11	111786286	123654624
158	turkey	6	536630	13179607
158	zebra_finch	2	1011954	16511967
159	turkey	23	4064458	6675142
159	chicken	21	4128910	6782306
159	human	1	11479155	12763699
159	zebra_finch	21	4577723	5005345
160	zebra_finch	3	67026048	76966202
160	chicken	3	35386405	45008452
160	human	1	237042184	241999098
161	turkey	Z	31102825	47840845
161	chicken	Z	35015047	54126069
161	zebra_finch	Z	2903974	28407942
161	human	9	499210	131394672
161	spotted_gar	LG2	24813540	48977778
162	turkey	9	1511631	9470642
162	zebra_finch	4A	9723	7429736
163	zebra_finch	5	54695599	61797651
163	turkey	5	52155541	58963621
164	turkey	26	2951458	6330479
164	human	11	111786286	123654624
165	human	4	15002481	52038299
165	turkey	4	45728015	56610176
166	human	18	158557	35143470
166	zebra_finch	2	98334652	109574423
167	zebra_finch	1	19731378	25585210
167	chicken	1	78698590	84600852
168	chicken	11	17013932	19574540
168	turkey	13	16571344	19060266
169	human	7	7182544	30084650
169	chicken	2	24596288	33845204
170	turkey	15	7061135	10882203
170	zebra_finch	13	13481077	17152326
171	chicken	8	4312138	10702975
171	human	1	169722640	186988981
171	spotted_gar	LG10	1049979	25165282
171	zebra_finch	8	24985087	29000988
171	turkey	10	12442	2273471
172	zebra_finch	1A	58548196	69143909
172	chicken	1	59970874	71663441
172	human	12	66767	134970729
172	turkey	1	56078505	68383990
172	spotted_gar	LG8	512498	48923258
173	human	4	81087375	112195256
173	zebra_finch	4	45417681	56886680
173	chicken	4	34624942	60544938
173	spotted_gar	LG4	25309686	60361169
173	turkey	4	19951709	40422367
174	chicken	21	199283	4814682
174	spotted_gar	LG25	7825460	14345655
174	human	1	15684320	17054032
174	zebra_finch	21	5807821	6831212
175	chicken	20	6537185	10273303
175	turkey	22	5390950	9084238
176	chicken	11	13435902	18508349
176	human	16	77282128	90044960
177	zebra_finch	1A	15399338	29170819
177	turkey	1	17142658	31082679
178	zebra_finch	1	19731378	25696280
178	turkey	1	76602280	82277042
179	turkey	1	18865	8810120
179	chicken	1	446199	9041323
179	human	7	50309030	129952960
179	spotted_gar	LG8	43813900	44182885
180	zebra_finch	4	26090351	36943995
180	spotted_gar	LG4	67414322	73191564
181	turkey	8	21863247	28673826
181	human	10	100912963	116380029
182	human	6	292487	24646191
182	chicken	2	57490461	67372288
183	human	6	292487	24646191
183	zebra_finch	2	61157949	71097316
184	chicken	23	3619792	5698505
184	human	1	31576515	38881602
185	human	7	7182544	30084650
185	zebra_finch	2	25922091	35333463
186	chicken	23	2539863	5257941
186	turkey	25	2131389	4815880
187	human	4	112231787	151015284
187	zebra_finch	4	57058058	66637617
187	chicken	4	52022709	56717670
187	turkey	4	32263883	36607054
187	spotted_gar	LG4	7605169	63628338
188	human	6	144094884	170572859
188	turkey	2	39674547	49556837
189	zebra_finch	1	83367637	90689157
189	chicken	1	132613248	139421198
190	chicken	3	91457411	104122841
190	human	2	38814	24360536
190	zebra_finch	3	7702690	20454729
190	turkey	2	90455971	91702665
190	spotted_gar	LG1	43330843	64821163
191	chicken	7	27884787	36319993
191	zebra_finch	7	29064407	38006794
191	spotted_gar	LG12	336837	12720832
191	turkey	7	23960836	34264151
191	human	3	113706709	159771027
192	zebra_finch	14	11281856	15668365
192	turkey	16	8853	3774555
193	turkey	30	2851972	4528969
193	chicken	28	2386048	5319645
193	zebra_finch	28	77077	4748777
193	human	19	1450121	19546659
193	spotted_gar	LG19	124613	8901489
194	zebra_finch	10	4113667	11395508
194	human	15	47717505	64775589
194	chicken	10	875547	1348379
194	turkey	12	50767	530283
194	spotted_gar	LG3	54158044	55566411
195	zebra_finch	3	77158252	84475402
195	chicken	3	28774685	34996356
195	spotted_gar	LG16	3403363	61390189
195	human	2	31522480	44313347
195	turkey	2	32760085	32847063
196	spotted_gar	LG8	25841130	33962018
196	chicken	1	34008783	44112499
197	zebra_finch	15	2436262	5766486
197	chicken	15	7855850	9914678
197	human	22	19036286	121016487
197	spotted_gar	LG20	166099	9780651
197	turkey	17	8117989	8144236
198	zebra_finch	1	103253294	113450183
198	turkey	1	102837495	113567129
199	zebra_finch	6	768800	9075121
199	human	10	49610310	73247255
200	turkey	28	1025351	4379408
200	zebra_finch	26	631338	3954302
201	turkey	Z	6584550	25213600
201	zebra_finch	Z	46517395	68248911
202	zebra_finch	18	4172157	8424121
202	chicken	18	739616	5439258
202	turkey	20	85356	5674123
202	human	17	8390702	83095122
202	spotted_gar	LG10	30174223	42333776
203	zebra_finch	26	54923	2650075
203	chicken	26	2682536	5286066
203	turkey	28	1158746	4972922
203	human	6	33572552	209806142
203	spotted_gar	LG3	26981977	37091967
204	turkey	3	4593682	13721581
204	human	6	292487	24646191
205	turkey	12	14230	2151502
205	chicken	10	804291	2863871
205	spotted_gar	LG3	42420980	56741770
205	human	15	44665732	84873479
205	zebra_finch	10	1436672	4110680
206	spotted_gar	LG8	25841130	33962018
206	zebra_finch	1A	31509674	41384266
207	chicken	3	16631625	22544233
207	human	1	209827972	226609230
208	zebra_finch	20	7899064	12551648
208	human	20	56491492	64100633
209	spotted_gar	LG8	25841130	33962018
209	human	12	65050626	91182817
210	zebra_finch	15	9863587	14326282
210	spotted_gar	LG20	5685271	8922350
211	turkey	Z	1649616	12557742
211	zebra_finch	Z	40610890	52511332
212	zebra_finch	3	7702690	20454729
212	human	2	38814	24360536
213	chicken	15	1436625	5956659
213	human	12	121132876	132887605
214	zebra_finch	11	12373804	20608333
214	chicken	11	6153820	11842599
214	human	16	29205320	50368988
214	spotted_gar	LG23	1893037	15791031
214	turkey	13	2982692	3111984
215	zebra_finch	28	2948757	5726865
215	chicken	28	1195345	2851992
215	turkey	30	30741	1649172
215	spotted_gar	LG19	1104340	9538644
215	human	19	3544199	8698795
216	zebra_finch	6	18202168	21512370
216	human	10	88802730	100081869
217	chicken	10	3955113	10909123
217	human	15	47717505	63833948
218	zebra_finch	1	25705457	28500905
218	turkey	1	73713252	76281002
218	chicken	1	75180032	78127869
218	human	12	2794970	8097881
218	spotted_gar	LG26	11560611	41643293
219	human	3	98763340	121545988
219	chicken	1	79482020	88941577
220	turkey	2	93262949	104368559
220	human	2	9951693	27495200
221	spotted_gar	LG11	30164530	35072225
221	human	8	89902570	123396447
222	zebra_finch	3	68879087	76108497
222	turkey	2	36468776	42544912
223	zebra_finch	20	7683537	11253598
223	turkey	22	5390950	8523832
224	turkey	23	1228040	3932527
224	zebra_finch	21	16031	2614610
225	turkey	23	1212867	4047876
225	chicken	21	1253294	4128646
226	human	21	33025935	44240943
226	zebra_finch	1	108142132	113522673
227	human	4	140524168	165498547
227	spotted_gar	LG4	19230944	25286541
228	zebra_finch	10	295525	4027116
228	human	15	71810554	78641210
228	chicken	10	2992018	3884522
228	spotted_gar	LG3	52421016	54102599
228	turkey	12	7488939	8275128
229	chicken	3	33454977	40381027
229	human	1	229271111	246931948
229	spotted_gar	LG1	158266	43150635
230	turkey	2	15957427	21868760
230	human	1	209827972	226609230
231	chicken	5	6849758	12367609
231	human	11	7251904	18791798
231	zebra_finch	5	4259573	14053568
231	spotted_gar	LG27	4584697	14857599
231	turkey	5	9808477	9862564
232	turkey	8	18584030	21852235
232	human	10	88819896	100081869
233	human	8	52622458	93926068
233	turkey	3	55065839	70235007
234	chicken	8	24927846	29512253
234	human	1	54756898	75913242
235	spotted_gar	LG11	30164530	35072225
235	chicken	2	123936649	137032437
236	human	4	1011626	8619752
236	chicken	4	78027749	84739658
237	zebra_finch	23	2812141	4287429
237	human	1	23691806	28871267
238	human	4	1011626	8871839
238	zebra_finch	4	6656066	13570286
239	zebra_finch	18	30502	2226606
239	chicken	18	8613405	10609011
239	human	17	69414697	81927735
239	spotted_gar	LG10	34819451	42103870
239	turkey	20	4913125	7499718
240	spotted_gar	LG8	25841130	33962018
240	turkey	1	33359942	42425728
241	spotted_gar	LG27	6221249	9929867
241	chicken	5	4799803	11461633
241	human	11	30410224	33700826
241	zebra_finch	5	2217200	4157534
241	turkey	5	14935	1707103
242	turkey	17	1464695	6014078
242	human	12	121132876	132887605
243	spotted_gar	LG11	30164530	35072225
243	zebra_finch	2	126101443	139456481
244	chicken	5	17929457	23533728
244	human	11	33740944	47573461
245	spotted_gar	LG11	37813060	41517896
245	human	7	7182544	28825894
246	zebra_finch	23	186915	2510080
246	human	1	31576515	38859772
246	spotted_gar	LG6	7806	139389
247	chicken	3	3888299	11779700
247	turkey	2	3489615	8881554
247	human	20	13714325	31269451
247	spotted_gar	LG1	6761249	51395066
247	zebra_finch	3	84495548	109602630
248	human	10	15043943	35642296
248	chicken	2	12761846	20537218
249	human	10	15043943	35642296
249	zebra_finch	2	13531729	21785817
250	chicken	6	11193369	16961773
250	human	10	67921905	79445624
251	zebra_finch	21	79419	5795295
251	spotted_gar	LG25	6987123	13821462
252	zebra_finch	5	9871206	15003299
252	chicken	5	8424812	13224438
252	spotted_gar	LG27	3886303	4233564
252	human	11	2377310	3165310
253	zebra_finch	18	7077303	9060691
253	human	17	74560701	78108822
253	chicken	18	11051029	11558593
253	turkey	20	10211037	10715899
253	spotted_gar	LG10	27547544	39262781
254	turkey	15	2415202	9701574
254	human	5	159314780	177610330
255	zebra_finch	24	4125808	7525978
255	human	11	113797875	123654624
256	chicken	12	2587799	8535466
256	spotted_gar	LG5	46074700	49993110
257	zebra_finch	15	10934189	14326282
257	human	12	121210129	131851771
258	human	14	54397007	64589381
258	chicken	5	52358107	56077439
259	turkey	15	11132119	14469332
259	chicken	13	11611260	14943824
260	zebra_finch	21	5591532	8794391
260	human	1	15491401	22972866
260	turkey	23	19178	187976
260	chicken	21	31967	198536
260	spotted_gar	LG25	3272039	6420470
261	zebra_finch	18	1345693	2458542
261	human	17	78168581	82273700
261	chicken	18	5466591	5686445
261	spotted_gar	LG10	33632095	34584948
262	chicken	7	29322105	36319993
262	human	2	132416805	159771027
263	zebra_finch	18	8477490	10861373
263	turkey	20	8467663	10715899
263	chicken	18	5687849	11050198
263	human	17	50346126	57006768
263	spotted_gar	LG10	27612895	41738357
264	zebra_finch	7	30828489	38006794
264	human	2	132416805	159771027
265	chicken	28	2418623	3681163
265	human	19	405445	2273490
265	turkey	30	2216468	2751762
265	spotted_gar	LG19	6542332	8435987
265	zebra_finch	28	1140515	2899127
266	zebra_finch	1	3893699	17113885
266	chicken	1	88992467	104209977
267	zebra_finch	20	494146	6265771
267	human	20	34876612	45426241
268	chicken	7	21623689	23202574
268	human	2	216038388	219641971
269	zebra_finch	1	25705457	27276181
269	chicken	1	76427254	78117675
270	zebra_finch	4A	8009424	12958746
270	chicken	4	13347444	18441354
270	spotted_gar	LG7	37977238	42897072
270	human	X	104166453	151409364
271	zebra_finch	27	1795644	2607368
271	human	17	41523617	43833146
271	chicken	27	3076080	3191377
271	turkey	29	2496156	2609927
271	spotted_gar	LG15	3125463	3458101
272	human	5	98853985	131394672
272	spotted_gar	LG2	25457939	32364351
272	chicken	Z	83455403	85549424
272	turkey	Z	66034797	67843992
273	human	14	96039362	105301001
273	turkey	5	45511592	52061003
274	zebra_finch	3	67026048	72200123
274	human	1	228735479	241999098
275	zebra_finch	1A	6738	7073506
275	turkey	1	978244	8810120
276	zebra_finch	3	30779374	44472135
276	turkey	2	67002149	80303593
277	zebra_finch	9	110928	4597480
277	chicken	9	4281532	6043706
278	human	3	98763340	121545988
278	turkey	1	77485003	87451032
279	turkey	17	2618858	6014078
279	spotted_gar	LG20	6901471	10256588
280	zebra_finch	5	18226975	23919095
280	human	11	34621093	47573461
281	chicken	10	875547	2637179
281	zebra_finch	10	2500977	4665150
282	chicken	6	23528374	28538343
282	spotted_gar	LG5	30711666	35186343
283	turkey	29	3571293	4290355
283	chicken	27	4441053	5198534
284	turkey	30	30741	1706175
284	chicken	28	922318	2331933
284	spotted_gar	LG19	4690767	6254759
284	human	19	3880685	4360078
285	turkey	15	14818609	17354815
285	chicken	13	15253397	17808833
286	zebra_finch	4A	15107283	17801346
286	chicken	4	9467389	13340559
287	zebra_finch	7	8764364	10601473
