# orthogroupId	speciesId
OG0002522	stickleback
OG0002522	spotted_gar
OG0002522	human
OG0002522	elephant_shark
OG0001887	dog
OG0001887	zebra_finch
OG0001887	green_anole
OG0001887	amphioxus
OG0001887	turkey
OG0001887	opossum
OG0001887	medaka
OG0001887	mouse
OG0001887	pufferfish
OG0001887	chicken
OG0001887	zebrafish
OG0001887	stickleback
OG0001887	spotted_gar
OG0001887	human
OG0001887	elephant_shark
OG0001044	dog
OG0001044	zebra_finch
OG0001044	green_anole
OG0001044	amphioxus
OG0001044	turkey
OG0001044	human
OG0001044	medaka
OG0001044	mouse
OG0001044	pufferfish
OG0001044	chicken
OG0001044	zebrafish
OG0001044	stickleback
OG0001044	spotted_gar
OG0001044	opossum
OG0001044	elephant_shark
OG0001352	dog
OG0001352	zebra_finch
OG0001352	green_anole
OG0001352	amphioxus
OG0001352	turkey
OG0001352	opossum
OG0001352	medaka
OG0001352	mouse
OG0001352	stickleback
OG0001352	chicken
OG0001352	zebrafish
OG0001352	pufferfish
OG0001352	spotted_gar
OG0001352	human
OG0001352	elephant_shark
OG0002765	dog
OG0002765	zebra_finch
OG0002765	green_anole
OG0002765	amphioxus
OG0002765	turkey
OG0002765	human
OG0002765	medaka
OG0002765	mouse
OG0002765	pufferfish
OG0002765	chicken
OG0002765	zebrafish
OG0002765	stickleback
OG0002765	spotted_gar
OG0002765	opossum
OG0002765	elephant_shark
OG0001799	dog
OG0001799	zebra_finch
OG0001799	green_anole
OG0001799	amphioxus
OG0001799	turkey
OG0001799	human
OG0001799	medaka
OG0001799	mouse
OG0001799	pufferfish
OG0001799	chicken
OG0001799	zebrafish
OG0001799	stickleback
OG0001799	spotted_gar
OG0001799	opossum
OG0001799	elephant_shark
OG0000939	dog
OG0000939	zebra_finch
OG0000939	green_anole
OG0000939	amphioxus
OG0000939	turkey
OG0000939	human
OG0000939	medaka
OG0000939	mouse
OG0000939	pufferfish
OG0000939	chicken
OG0000939	zebrafish
OG0000939	stickleback
OG0000939	spotted_gar
OG0000939	opossum
OG0000939	elephant_shark
OG0002566	spotted_gar
OG0002566	zebra_finch
OG0002566	green_anole
OG0002566	amphioxus
OG0002566	turkey
OG0002566	opossum
OG0002566	medaka
OG0002566	mouse
OG0002566	stickleback
OG0002566	chicken
OG0002566	zebrafish
OG0002566	pufferfish
OG0002566	dog
OG0002566	human
OG0002566	elephant_shark
OG0000550	dog
OG0000550	zebra_finch
OG0000550	green_anole
OG0000550	amphioxus
OG0000550	turkey
OG0000550	human
OG0000550	medaka
OG0000550	mouse
OG0000550	stickleback
OG0000550	chicken
OG0000550	zebrafish
OG0000550	pufferfish
OG0000550	spotted_gar
OG0000550	opossum
OG0000550	elephant_shark
OG0000278	dog
OG0000278	zebra_finch
OG0000278	green_anole
OG0000278	amphioxus
OG0000278	turkey
OG0000278	human
OG0000278	medaka
OG0000278	mouse
OG0000278	pufferfish
OG0000278	chicken
OG0000278	zebrafish
OG0000278	stickleback
OG0000278	spotted_gar
OG0000278	opossum
OG0000278	elephant_shark
OG0000955	dog
OG0000955	zebra_finch
OG0000955	green_anole
OG0000955	amphioxus
OG0000955	turkey
OG0000955	human
OG0000955	medaka
OG0000955	mouse
OG0000955	pufferfish
OG0000955	chicken
OG0000955	zebrafish
OG0000955	stickleback
OG0000955	spotted_gar
OG0000955	opossum
OG0000955	elephant_shark
OG0003257	dog
OG0003257	zebra_finch
OG0003257	green_anole
OG0003257	amphioxus
OG0003257	opossum
OG0003257	medaka
OG0003257	mouse
OG0003257	stickleback
OG0003257	chicken
OG0003257	zebrafish
OG0003257	pufferfish
OG0003257	spotted_gar
OG0003257	human
OG0003257	elephant_shark
OG0003815	dog
OG0003815	zebra_finch
OG0003815	green_anole
OG0003815	amphioxus
OG0003815	turkey
OG0003815	human
OG0003815	medaka
OG0003815	mouse
OG0003815	pufferfish
OG0003815	chicken
OG0003815	zebrafish
OG0003815	stickleback
OG0003815	spotted_gar
OG0003815	opossum
OG0003815	elephant_shark
OG0003509	dog
OG0003509	zebra_finch
OG0003509	green_anole
OG0003509	amphioxus
OG0003509	turkey
OG0003509	human
OG0003509	medaka
OG0003509	mouse
OG0003509	stickleback
OG0003509	chicken
OG0003509	zebrafish
OG0003509	pufferfish
OG0003509	spotted_gar
OG0003509	opossum
OG0003509	elephant_shark
OG0003217	dog
OG0003217	zebra_finch
OG0003217	green_anole
OG0003217	amphioxus
OG0003217	turkey
OG0003217	human
OG0003217	medaka
OG0003217	mouse
OG0003217	pufferfish
OG0003217	chicken
OG0003217	zebrafish
OG0003217	stickleback
OG0003217	spotted_gar
OG0003217	opossum
OG0003217	elephant_shark
OG0002353	dog
OG0002353	zebra_finch
OG0002353	green_anole
OG0002353	amphioxus
OG0002353	turkey
OG0002353	human
OG0002353	medaka
OG0002353	mouse
OG0002353	stickleback
OG0002353	chicken
OG0002353	zebrafish
OG0002353	pufferfish
OG0002353	spotted_gar
OG0002353	opossum
OG0002353	elephant_shark
OG0003189	dog
OG0003189	zebra_finch
OG0003189	green_anole
OG0003189	amphioxus
OG0003189	turkey
OG0003189	opossum
OG0003189	medaka
OG0003189	mouse
OG0003189	stickleback
OG0003189	chicken
OG0003189	zebrafish
OG0003189	pufferfish
OG0003189	spotted_gar
OG0003189	human
OG0003189	elephant_shark
OG0000772	dog
OG0000772	zebra_finch
OG0000772	green_anole
OG0000772	amphioxus
OG0000772	turkey
OG0000772	human
OG0000772	medaka
OG0000772	mouse
OG0000772	pufferfish
OG0000772	chicken
OG0000772	zebrafish
OG0000772	stickleback
OG0000772	spotted_gar
OG0000772	opossum
OG0000772	elephant_shark
OG0002621	dog
OG0002621	zebra_finch
OG0002621	green_anole
OG0002621	amphioxus
OG0002621	turkey
OG0002621	human
OG0002621	medaka
OG0002621	mouse
OG0002621	pufferfish
OG0002621	chicken
OG0002621	zebrafish
OG0002621	stickleback
OG0002621	spotted_gar
OG0002621	opossum
OG0002621	elephant_shark
OG0002668	dog
OG0002668	zebra_finch
OG0002668	green_anole
OG0002668	amphioxus
OG0002668	turkey
OG0002668	human
OG0002668	medaka
OG0002668	mouse
OG0002668	pufferfish
OG0002668	chicken
OG0002668	zebrafish
OG0002668	stickleback
OG0002668	spotted_gar
OG0002668	opossum
OG0002668	elephant_shark
OG0002720	dog
OG0002720	zebra_finch
OG0002720	green_anole
OG0002720	amphioxus
OG0002720	turkey
OG0002720	human
OG0002720	medaka
OG0002720	mouse
OG0002720	pufferfish
OG0002720	chicken
OG0002720	zebrafish
OG0002720	stickleback
OG0002720	spotted_gar
OG0002720	opossum
OG0002720	elephant_shark
OG0001480	dog
OG0001480	zebra_finch
OG0001480	green_anole
OG0001480	amphioxus
OG0001480	turkey
OG0001480	human
OG0001480	medaka
OG0001480	mouse
OG0001480	stickleback
OG0001480	chicken
OG0001480	zebrafish
OG0001480	pufferfish
OG0001480	spotted_gar
OG0001480	opossum
OG0001480	elephant_shark
OG0001382	dog
OG0001382	zebra_finch
OG0001382	green_anole
OG0001382	amphioxus
OG0001382	turkey
OG0001382	human
OG0001382	medaka
OG0001382	mouse
OG0001382	pufferfish
OG0001382	chicken
OG0001382	zebrafish
OG0001382	stickleback
OG0001382	spotted_gar
OG0001382	opossum
OG0001382	elephant_shark
OG0002430	dog
OG0002430	zebra_finch
OG0002430	green_anole
OG0002430	amphioxus
OG0002430	turkey
OG0002430	human
OG0002430	medaka
OG0002430	mouse
OG0002430	pufferfish
OG0002430	chicken
OG0002430	zebrafish
OG0002430	stickleback
OG0002430	spotted_gar
OG0002430	opossum
OG0002430	elephant_shark
OG0001306	dog
OG0001306	zebra_finch
OG0001306	green_anole
OG0001306	amphioxus
OG0001306	turkey
OG0001306	opossum
OG0001306	medaka
OG0001306	mouse
OG0001306	pufferfish
OG0001306	chicken
OG0001306	zebrafish
OG0001306	stickleback
OG0001306	spotted_gar
OG0001306	human
OG0001306	elephant_shark
OG0001793	dog
OG0001793	zebra_finch
OG0001793	green_anole
OG0001793	amphioxus
OG0001793	turkey
OG0001793	opossum
OG0001793	medaka
OG0001793	mouse
OG0001793	pufferfish
OG0001793	chicken
OG0001793	zebrafish
OG0001793	stickleback
OG0001793	spotted_gar
OG0001793	human
OG0001793	elephant_shark
OG0002423	spotted_gar
OG0002423	zebra_finch
OG0002423	green_anole
OG0002423	amphioxus
OG0002423	turkey
OG0002423	human
OG0002423	medaka
OG0002423	mouse
OG0002423	pufferfish
OG0002423	chicken
OG0002423	zebrafish
OG0002423	stickleback
OG0002423	dog
OG0002423	opossum
OG0002423	elephant_shark
OG0002551	dog
OG0002551	zebra_finch
OG0002551	green_anole
OG0002551	amphioxus
OG0002551	turkey
OG0002551	opossum
OG0002551	medaka
OG0002551	mouse
OG0002551	stickleback
OG0002551	chicken
OG0002551	zebrafish
OG0002551	pufferfish
OG0002551	spotted_gar
OG0002551	human
OG0002551	elephant_shark
OG0000664	dog
OG0000664	zebra_finch
OG0000664	green_anole
OG0000664	amphioxus
OG0000664	turkey
OG0000664	human
OG0000664	medaka
OG0000664	mouse
OG0000664	pufferfish
OG0000664	chicken
OG0000664	zebrafish
OG0000664	stickleback
OG0000664	spotted_gar
OG0000664	opossum
OG0000664	elephant_shark
OG0002346	dog
OG0002346	zebra_finch
OG0002346	green_anole
OG0002346	amphioxus
OG0002346	turkey
OG0002346	human
OG0002346	medaka
OG0002346	mouse
OG0002346	pufferfish
OG0002346	chicken
OG0002346	zebrafish
OG0002346	stickleback
OG0002346	spotted_gar
OG0002346	opossum
OG0002346	elephant_shark
OG0002552	spotted_gar
OG0002552	zebra_finch
OG0002552	green_anole
OG0002552	amphioxus
OG0002552	turkey
OG0002552	human
OG0002552	medaka
OG0002552	mouse
OG0002552	stickleback
OG0002552	chicken
OG0002552	zebrafish
OG0002552	pufferfish
OG0002552	dog
OG0002552	opossum
OG0002552	elephant_shark
OG0002576	dog
OG0002576	zebra_finch
OG0002576	green_anole
OG0002576	amphioxus
OG0002576	turkey
OG0002576	human
OG0002576	medaka
OG0002576	mouse
OG0002576	pufferfish
OG0002576	chicken
OG0002576	zebrafish
OG0002576	stickleback
OG0002576	spotted_gar
OG0002576	opossum
OG0002576	elephant_shark
OG0002283	dog
OG0002283	zebra_finch
OG0002283	green_anole
OG0002283	amphioxus
OG0002283	turkey
OG0002283	human
OG0002283	medaka
OG0002283	mouse
OG0002283	stickleback
OG0002283	chicken
OG0002283	zebrafish
OG0002283	pufferfish
OG0002283	spotted_gar
OG0002283	opossum
OG0002283	elephant_shark
OG0002021	dog
OG0002021	zebra_finch
OG0002021	green_anole
OG0002021	amphioxus
OG0002021	turkey
OG0002021	opossum
OG0002021	medaka
OG0002021	mouse
OG0002021	stickleback
OG0002021	chicken
OG0002021	zebrafish
OG0002021	pufferfish
OG0002021	spotted_gar
OG0002021	human
OG0002021	elephant_shark
OG0000448	dog
OG0000448	zebra_finch
OG0000448	green_anole
OG0000448	amphioxus
OG0000448	turkey
OG0000448	human
OG0000448	medaka
OG0000448	mouse
OG0000448	stickleback
OG0000448	chicken
OG0000448	zebrafish
OG0000448	pufferfish
OG0000448	spotted_gar
OG0000448	opossum
OG0000448	elephant_shark
OG0001626	dog
OG0001626	zebra_finch
OG0001626	green_anole
OG0001626	amphioxus
OG0001626	turkey
OG0001626	human
OG0001626	medaka
OG0001626	mouse
OG0001626	pufferfish
OG0001626	chicken
OG0001626	zebrafish
OG0001626	stickleback
OG0001626	spotted_gar
OG0001626	opossum
OG0001626	elephant_shark
OG0002088	dog
OG0002088	zebra_finch
OG0002088	green_anole
OG0002088	amphioxus
OG0002088	turkey
OG0002088	human
OG0002088	medaka
OG0002088	mouse
OG0002088	pufferfish
OG0002088	chicken
OG0002088	zebrafish
OG0002088	stickleback
OG0002088	spotted_gar
OG0002088	opossum
OG0002088	elephant_shark
OG0003093	dog
OG0003093	zebra_finch
OG0003093	green_anole
OG0003093	amphioxus
OG0003093	turkey
OG0003093	human
OG0003093	medaka
OG0003093	mouse
OG0003093	stickleback
OG0003093	chicken
OG0003093	zebrafish
OG0003093	pufferfish
OG0003093	spotted_gar
OG0003093	opossum
OG0003093	elephant_shark
OG0001409	dog
OG0001409	zebra_finch
OG0001409	green_anole
OG0001409	amphioxus
OG0001409	turkey
OG0001409	human
OG0001409	medaka
OG0001409	mouse
OG0001409	pufferfish
OG0001409	chicken
OG0001409	zebrafish
OG0001409	stickleback
OG0001409	spotted_gar
OG0001409	opossum
OG0001409	elephant_shark
OG0002530	dog
OG0002530	zebra_finch
OG0002530	green_anole
OG0002530	amphioxus
OG0002530	turkey
OG0002530	human
OG0002530	medaka
OG0002530	mouse
OG0002530	pufferfish
OG0002530	chicken
OG0002530	zebrafish
OG0002530	stickleback
OG0002530	spotted_gar
OG0002530	opossum
OG0002530	elephant_shark
OG0000822	dog
OG0000822	zebra_finch
OG0000822	green_anole
OG0000822	amphioxus
OG0000822	turkey
OG0000822	human
OG0000822	medaka
OG0000822	mouse
OG0000822	pufferfish
OG0000822	chicken
OG0000822	zebrafish
OG0000822	stickleback
OG0000822	spotted_gar
OG0000822	opossum
OG0000822	elephant_shark
OG0003495	dog
OG0003495	zebra_finch
OG0003495	green_anole
OG0003495	amphioxus
OG0003495	turkey
OG0003495	opossum
OG0003495	medaka
OG0003495	mouse
OG0003495	pufferfish
OG0003495	chicken
OG0003495	zebrafish
OG0003495	stickleback
OG0003495	spotted_gar
OG0003495	human
OG0003495	elephant_shark
OG0001710	dog
OG0001710	zebra_finch
OG0001710	green_anole
OG0001710	amphioxus
OG0001710	turkey
OG0001710	human
OG0001710	medaka
OG0001710	mouse
OG0001710	pufferfish
OG0001710	chicken
OG0001710	zebrafish
OG0001710	stickleback
OG0001710	spotted_gar
OG0001710	opossum
OG0001710	elephant_shark
OG0001632	dog
OG0001632	zebra_finch
OG0001632	green_anole
OG0001632	amphioxus
OG0001632	turkey
OG0001632	opossum
OG0001632	medaka
OG0001632	mouse
OG0001632	pufferfish
OG0001632	chicken
OG0001632	zebrafish
OG0001632	stickleback
OG0001632	spotted_gar
OG0001632	human
OG0001632	elephant_shark
OG0003373	dog
OG0003373	zebra_finch
OG0003373	green_anole
OG0003373	amphioxus
OG0003373	turkey
OG0003373	human
OG0003373	medaka
OG0003373	mouse
OG0003373	pufferfish
OG0003373	chicken
OG0003373	zebrafish
OG0003373	stickleback
OG0003373	spotted_gar
OG0003373	opossum
OG0003373	elephant_shark
OG0000903	dog
OG0000903	zebra_finch
OG0000903	green_anole
OG0000903	amphioxus
OG0000903	turkey
OG0000903	human
OG0000903	medaka
OG0000903	mouse
OG0000903	pufferfish
OG0000903	chicken
OG0000903	zebrafish
OG0000903	stickleback
OG0000903	spotted_gar
OG0000903	opossum
OG0000903	elephant_shark
OG0001342	spotted_gar
OG0001342	zebra_finch
OG0001342	green_anole
OG0001342	amphioxus
OG0001342	turkey
OG0001342	human
OG0001342	medaka
OG0001342	mouse
OG0001342	pufferfish
OG0001342	chicken
OG0001342	zebrafish
OG0001342	stickleback
OG0001342	dog
OG0001342	opossum
OG0001342	elephant_shark
OG0002233	dog
OG0002233	zebra_finch
OG0002233	green_anole
OG0002233	amphioxus
OG0002233	turkey
OG0002233	human
OG0002233	medaka
OG0002233	mouse
OG0002233	pufferfish
OG0002233	chicken
OG0002233	zebrafish
OG0002233	stickleback
OG0002233	spotted_gar
OG0002233	opossum
OG0002233	elephant_shark
OG0000567	dog
OG0000567	zebra_finch
OG0000567	green_anole
OG0000567	amphioxus
OG0000567	turkey
OG0000567	human
OG0000567	medaka
OG0000567	mouse
OG0000567	stickleback
OG0000567	chicken
OG0000567	zebrafish
OG0000567	pufferfish
OG0000567	spotted_gar
OG0000567	opossum
OG0000567	elephant_shark
OG0002214	dog
OG0002214	zebra_finch
OG0002214	green_anole
OG0002214	amphioxus
OG0002214	turkey
OG0002214	human
OG0002214	medaka
OG0002214	mouse
OG0002214	pufferfish
OG0002214	chicken
OG0002214	zebrafish
OG0002214	stickleback
OG0002214	spotted_gar
OG0002214	opossum
OG0002214	elephant_shark
OG0001040	dog
OG0001040	zebra_finch
OG0001040	green_anole
OG0001040	amphioxus
OG0001040	turkey
OG0001040	human
OG0001040	medaka
OG0001040	mouse
OG0001040	stickleback
OG0001040	chicken
OG0001040	zebrafish
OG0001040	pufferfish
OG0001040	spotted_gar
OG0001040	opossum
OG0001040	elephant_shark
OG0002361	dog
OG0002361	zebra_finch
OG0002361	amphioxus
OG0002361	turkey
OG0002361	human
OG0002361	medaka
OG0002361	mouse
OG0002361	stickleback
OG0002361	chicken
OG0002361	zebrafish
OG0002361	pufferfish
OG0002361	spotted_gar
OG0002361	opossum
OG0002361	elephant_shark
OG0000663	dog
OG0000663	zebra_finch
OG0000663	green_anole
OG0000663	amphioxus
OG0000663	turkey
OG0000663	human
OG0000663	medaka
OG0000663	mouse
OG0000663	pufferfish
OG0000663	chicken
OG0000663	zebrafish
OG0000663	stickleback
OG0000663	spotted_gar
OG0000663	opossum
OG0000663	elephant_shark
OG0003250	dog
OG0003250	zebra_finch
OG0003250	green_anole
OG0003250	amphioxus
OG0003250	turkey
OG0003250	human
OG0003250	medaka
OG0003250	mouse
OG0003250	pufferfish
OG0003250	chicken
OG0003250	zebrafish
OG0003250	stickleback
OG0003250	spotted_gar
OG0003250	opossum
OG0003250	elephant_shark
OG0002672	dog
OG0002672	zebra_finch
OG0002672	green_anole
OG0002672	amphioxus
OG0002672	turkey
OG0002672	human
OG0002672	medaka
OG0002672	mouse
OG0002672	pufferfish
OG0002672	chicken
OG0002672	zebrafish
OG0002672	stickleback
OG0002672	spotted_gar
OG0002672	opossum
OG0002672	elephant_shark
OG0001454	spotted_gar
OG0001454	zebra_finch
OG0001454	green_anole
OG0001454	amphioxus
OG0001454	turkey
OG0001454	opossum
OG0001454	medaka
OG0001454	mouse
OG0001454	pufferfish
OG0001454	chicken
OG0001454	zebrafish
OG0001454	stickleback
OG0001454	dog
OG0001454	human
OG0001454	elephant_shark
OG0002416	dog
OG0002416	zebra_finch
OG0002416	green_anole
OG0002416	amphioxus
OG0002416	turkey
OG0002416	human
OG0002416	medaka
OG0002416	mouse
OG0002416	stickleback
OG0002416	chicken
OG0002416	zebrafish
OG0002416	pufferfish
OG0002416	spotted_gar
OG0002416	opossum
OG0002416	elephant_shark
OG0001134	dog
OG0001134	zebra_finch
OG0001134	green_anole
OG0001134	amphioxus
OG0001134	turkey
OG0001134	human
OG0001134	medaka
OG0001134	mouse
OG0001134	pufferfish
OG0001134	chicken
OG0001134	zebrafish
OG0001134	stickleback
OG0001134	spotted_gar
OG0001134	opossum
OG0001134	elephant_shark
OG0002604	dog
OG0002604	zebra_finch
OG0002604	green_anole
OG0002604	amphioxus
OG0002604	turkey
OG0002604	human
OG0002604	medaka
OG0002604	mouse
OG0002604	pufferfish
OG0002604	chicken
OG0002604	zebrafish
OG0002604	stickleback
OG0002604	spotted_gar
OG0002604	opossum
OG0002604	elephant_shark
OG0003227	dog
OG0003227	zebra_finch
OG0003227	green_anole
OG0003227	amphioxus
OG0003227	turkey
OG0003227	human
OG0003227	medaka
OG0003227	mouse
OG0003227	stickleback
OG0003227	chicken
OG0003227	zebrafish
OG0003227	pufferfish
OG0003227	spotted_gar
OG0003227	opossum
OG0003227	elephant_shark
OG0002132	dog
OG0002132	zebra_finch
OG0002132	green_anole
OG0002132	amphioxus
OG0002132	turkey
OG0002132	human
OG0002132	medaka
OG0002132	mouse
OG0002132	chicken
OG0002132	zebrafish
OG0002132	pufferfish
OG0002132	spotted_gar
OG0002132	opossum
OG0002132	elephant_shark
OG0003205	dog
OG0003205	zebra_finch
OG0003205	green_anole
OG0003205	amphioxus
OG0003205	turkey
OG0003205	opossum
OG0003205	medaka
OG0003205	mouse
OG0003205	pufferfish
OG0003205	chicken
OG0003205	zebrafish
OG0003205	stickleback
OG0003205	spotted_gar
OG0003205	human
OG0003205	elephant_shark
OG0000375	dog
OG0000375	zebra_finch
OG0000375	green_anole
OG0000375	amphioxus
OG0000375	turkey
OG0000375	human
OG0000375	medaka
OG0000375	mouse
OG0000375	stickleback
OG0000375	chicken
OG0000375	zebrafish
OG0000375	pufferfish
OG0000375	spotted_gar
OG0000375	opossum
OG0000375	elephant_shark
OG0003027	dog
OG0003027	zebra_finch
OG0003027	green_anole
OG0003027	amphioxus
OG0003027	turkey
OG0003027	human
OG0003027	medaka
OG0003027	mouse
OG0003027	pufferfish
OG0003027	chicken
OG0003027	zebrafish
OG0003027	stickleback
OG0003027	spotted_gar
OG0003027	opossum
OG0003027	elephant_shark
OG0001895	dog
OG0001895	zebra_finch
OG0001895	green_anole
OG0001895	amphioxus
OG0001895	turkey
OG0001895	human
OG0001895	medaka
OG0001895	mouse
OG0001895	stickleback
OG0001895	chicken
OG0001895	zebrafish
OG0001895	pufferfish
OG0001895	spotted_gar
OG0001895	opossum
OG0001895	elephant_shark
OG0001879	dog
OG0001879	zebra_finch
OG0001879	green_anole
OG0001879	amphioxus
OG0001879	turkey
OG0001879	human
OG0001879	medaka
OG0001879	mouse
OG0001879	stickleback
OG0001879	chicken
OG0001879	zebrafish
OG0001879	pufferfish
OG0001879	spotted_gar
OG0001879	opossum
OG0001879	elephant_shark
OG0002567	dog
OG0002567	zebra_finch
OG0002567	green_anole
OG0002567	amphioxus
OG0002567	turkey
OG0002567	human
OG0002567	medaka
OG0002567	mouse
OG0002567	pufferfish
OG0002567	chicken
OG0002567	zebrafish
OG0002567	stickleback
OG0002567	spotted_gar
OG0002567	opossum
OG0002567	elephant_shark
OG0001288	dog
OG0001288	zebra_finch
OG0001288	green_anole
OG0001288	amphioxus
OG0001288	turkey
OG0001288	human
OG0001288	medaka
OG0001288	mouse
OG0001288	stickleback
OG0001288	chicken
OG0001288	zebrafish
OG0001288	pufferfish
OG0001288	spotted_gar
OG0001288	opossum
OG0001288	elephant_shark
OG0001532	dog
OG0001532	zebra_finch
OG0001532	green_anole
OG0001532	amphioxus
OG0001532	turkey
OG0001532	human
OG0001532	medaka
OG0001532	mouse
