elephant_shark	AAVX02043179.1	10847	18121
elephant_shark	AAVX02043215.1	3990	16366
elephant_shark	AAVX02043219.1	9503	14088
elephant_shark	AAVX02043258.1	3558	16754
elephant_shark	AAVX02043294.1	1089	1934
elephant_shark	AAVX02043324.1	6222	13683
elephant_shark	AAVX02043330.1	6515	7893
elephant_shark	AAVX02043395.1	10789	15842
elephant_shark	AAVX02043448.1	7412	12468
elephant_shark	AAVX02043454.1	12824	15692
elephant_shark	AAVX02043499.1	37	7063
elephant_shark	AAVX02043532.1	6427	16994
elephant_shark	AAVX02043548.1	11657	12566
elephant_shark	AAVX02043563.1	7722	10157
elephant_shark	AAVX02043593.1	2296	13264
elephant_shark	AAVX02043638.1	9384	9905
elephant_shark	AAVX02043656.1	21	12015
elephant_shark	AAVX02043698.1	474	8642
elephant_shark	AAVX02043699.1	1812	11319
elephant_shark	AAVX02043725.1	843	2296
elephant_shark	AAVX02043747.1	57	3281
elephant_shark	AAVX02043752.1	2581	4292
elephant_shark	AAVX02043753.1	9306	15043
elephant_shark	AAVX02043778.1	21	14955
elephant_shark	AAVX02043794.1	5387	7587
elephant_shark	AAVX02043829.1	4625	10743
elephant_shark	AAVX02043850.1	7126	14682
elephant_shark	AAVX02043892.1	1648	9126
elephant_shark	AAVX02043910.1	4406	9811
elephant_shark	AAVX02043913.1	2269	6828
elephant_shark	AAVX02043955.1	12018	14967
elephant_shark	AAVX02044064.1	9504	14643
elephant_shark	AAVX02044069.1	5424	14529
elephant_shark	AAVX02044118.1	4259	12921
elephant_shark	AAVX02044120.1	2633	8976
elephant_shark	AAVX02044138.1	11756	13364
elephant_shark	AAVX02044141.1	824	5184
elephant_shark	AAVX02044161.1	1095	8709
elephant_shark	AAVX02044162.1	5613	10995
elephant_shark	AAVX02044163.1	21	14317
elephant_shark	AAVX02044219.1	625	13868
elephant_shark	AAVX02044256.1	2427	4845
elephant_shark	AAVX02044307.1	2229	10182
elephant_shark	AAVX02044311.1	4313	5389
elephant_shark	AAVX02044337.1	8852	13339
elephant_shark	AAVX02044346.1	5936	13124
elephant_shark	AAVX02044349.1	5549	12040
elephant_shark	AAVX02044409.1	10062	13463
elephant_shark	AAVX02044418.1	1136	10422
elephant_shark	AAVX02044446.1	4648	11929
elephant_shark	AAVX02044467.1	30	11001
elephant_shark	AAVX02044471.1	336	4629
elephant_shark	AAVX02044487.1	382	9644
elephant_shark	AAVX02044515.1	4683	10308
elephant_shark	AAVX02044532.1	21	12366
elephant_shark	AAVX02044537.1	369	5555
elephant_shark	AAVX02044546.1	1192	7976
elephant_shark	AAVX02044567.1	4279	5430
elephant_shark	AAVX02044574.1	2297	4423
elephant_shark	AAVX02044584.1	1114	12719
elephant_shark	AAVX02044622.1	3141	6834
elephant_shark	AAVX02044637.1	6994	10942
elephant_shark	AAVX02044645.1	1375	6520
elephant_shark	AAVX02044667.1	1040	11605
elephant_shark	AAVX02044683.1	2955	12588
elephant_shark	AAVX02044755.1	21	7938
elephant_shark	AAVX02044805.1	21	9674
elephant_shark	AAVX02044806.1	590	4909
elephant_shark	AAVX02044827.1	2511	3704
elephant_shark	AAVX02044849.1	1884	9333
elephant_shark	AAVX02044898.1	5766	8642
elephant_shark	AAVX02044916.1	4178	5444
elephant_shark	AAVX02044925.1	1390	9806
elephant_shark	AAVX02044926.1	21	2834
elephant_shark	AAVX02044970.1	5651	11933
elephant_shark	AAVX02044980.1	3609	5232
elephant_shark	AAVX02044995.1	11211	11796
elephant_shark	AAVX02044998.1	1959	8380
elephant_shark	AAVX02045015.1	6804	11453
elephant_shark	AAVX02045016.1	536	1193
elephant_shark	AAVX02045047.1	291	4800
elephant_shark	AAVX02045066.1	8521	11617
elephant_shark	AAVX02045097.1	1470	2702
elephant_shark	AAVX02045098.1	3259	5188
elephant_shark	AAVX02045099.1	9	5327
elephant_shark	AAVX02045116.1	54	4507
elephant_shark	AAVX02045117.1	83	668
elephant_shark	AAVX02045118.1	5561	6814
elephant_shark	AAVX02045120.1	2093	7277
elephant_shark	AAVX02045135.1	6659	8680
elephant_shark	AAVX02045136.1	4703	9873
elephant_shark	AAVX02045170.1	1747	10042
elephant_shark	AAVX02045179.1	5026	11413
elephant_shark	AAVX02045189.1	5110	5798
elephant_shark	AAVX02045219.1	166	4421
elephant_shark	AAVX02045220.1	6190	11144
elephant_shark	AAVX02045248.1	3399	11182
elephant_shark	AAVX02045263.1	209	7502
elephant_shark	AAVX02045264.1	21	11209
elephant_shark	AAVX02045284.1	71	11154
elephant_shark	AAVX02045293.1	2209	4739
elephant_shark	AAVX02045317.1	2194	11067
elephant_shark	AAVX02045328.1	1101	11024
elephant_shark	AAVX02045348.1	4553	10153
elephant_shark	AAVX02045358.1	21	7283
elephant_shark	AAVX02045382.1	4591	5110
elephant_shark	AAVX02045388.1	249	7663
elephant_shark	AAVX02045422.1	2371	6590
elephant_shark	AAVX02045464.1	2766	9165
elephant_shark	AAVX02045502.1	3647	4788
elephant_shark	AAVX02045512.1	21	5799
elephant_shark	AAVX02045539.1	6938	8253
elephant_shark	AAVX02045618.1	6312	7602
elephant_shark	AAVX02045637.1	99	9026
elephant_shark	AAVX02045667.1	867	2913
elephant_shark	AAVX02045708.1	8439	10324
elephant_shark	AAVX02045720.1	5334	10084
elephant_shark	AAVX02045731.1	3112	3721
elephant_shark	AAVX02045747.1	6788	8950
elephant_shark	AAVX02045760.1	7273	8734
elephant_shark	AAVX02045774.1	88	7151
elephant_shark	AAVX02045822.1	1109	1929
elephant_shark	AAVX02045824.1	21	8606
elephant_shark	AAVX02045827.1	741	5873
elephant_shark	AAVX02045830.1	4220	7729
elephant_shark	AAVX02045907.1	637	1366
elephant_shark	AAVX02045917.1	6934	8884
elephant_shark	AAVX02045931.1	136	9356
elephant_shark	AAVX02045961.1	1186	6869
elephant_shark	AAVX02045984.1	3575	7077
elephant_shark	AAVX02046002.1	3759	4218
elephant_shark	AAVX02046013.1	2640	6657
elephant_shark	AAVX02046014.1	21	5167
elephant_shark	AAVX02046032.1	21	2675
elephant_shark	AAVX02046033.1	5655	6262
elephant_shark	AAVX02046069.1	658	9331
elephant_shark	AAVX02046086.1	186	8394
elephant_shark	AAVX02046131.1	2937	6210
elephant_shark	AAVX02046132.1	585	1198
elephant_shark	AAVX02046178.1	8	5534
elephant_shark	AAVX02046185.1	4479	6539
elephant_shark	AAVX02046231.1	4859	6246
elephant_shark	AAVX02046241.1	5233	6042
elephant_shark	AAVX02046251.1	3510	9324
elephant_shark	AAVX02046260.1	21	1876
elephant_shark	AAVX02046284.1	2291	4331
elephant_shark	AAVX02046316.1	39	1970
elephant_shark	AAVX02046331.1	470	3880
elephant_shark	AAVX02046338.1	2738	7884
elephant_shark	AAVX02046346.1	21	4911
elephant_shark	AAVX02046362.1	351	6533
elephant_shark	AAVX02046395.1	21	4955
elephant_shark	AAVX02046399.1	1056	6298
elephant_shark	AAVX02046423.1	5618	6576
elephant_shark	AAVX02046427.1	7528	8003
elephant_shark	AAVX02046464.1	1191	2236
elephant_shark	AAVX02046479.1	6	8182
elephant_shark	AAVX02046486.1	32	8740
elephant_shark	AAVX02046499.1	4963	7858
elephant_shark	AAVX02046500.1	2162	2470
elephant_shark	AAVX02046524.1	4972	6066
elephant_shark	AAVX02046538.1	4043	8547
elephant_shark	AAVX02046539.1	938	7214
elephant_shark	AAVX02046546.1	2	2089
elephant_shark	AAVX02046548.1	6212	7465
elephant_shark	AAVX02046563.1	2	6412
elephant_shark	AAVX02046571.1	21	8770
elephant_shark	AAVX02046574.1	5362	6268
elephant_shark	AAVX02046575.1	3652	6347
elephant_shark	AAVX02046576.1	5912	6940
elephant_shark	AAVX02046592.1	804	5541
elephant_shark	AAVX02046593.1	1433	3478
elephant_shark	AAVX02046597.1	8051	8507
elephant_shark	AAVX02046598.1	3963	4453
elephant_shark	AAVX02046626.1	605	5490
elephant_shark	AAVX02046627.1	1560	7479
elephant_shark	AAVX02046732.1	5109	7965
elephant_shark	AAVX02046736.1	6067	8077
elephant_shark	AAVX02046799.1	21	6407
elephant_shark	AAVX02046806.1	195	5949
elephant_shark	AAVX02046821.1	1086	2582
elephant_shark	AAVX02046829.1	1236	2856
elephant_shark	AAVX02046834.1	6748	7289
elephant_shark	AAVX02046860.1	2038	2577
elephant_shark	AAVX02046866.1	21	1490
elephant_shark	AAVX02046887.1	21	7381
elephant_shark	AAVX02046891.1	5	7647
elephant_shark	AAVX02046897.1	6045	7847
elephant_shark	AAVX02046926.1	7645	8053
elephant_shark	AAVX02046933.1	2200	3212
elephant_shark	AAVX02046935.1	2707	8222
elephant_shark	AAVX02046972.1	673	8151
elephant_shark	AAVX02046988.1	21	7356
elephant_shark	AAVX02046993.1	636	7792
elephant_shark	AAVX02047013.1	1525	4126
elephant_shark	AAVX02047025.1	1566	5833
elephant_shark	AAVX02047042.1	950	2075
elephant_shark	AAVX02047063.1	7133	7808
elephant_shark	AAVX02047065.1	5694	6235
elephant_shark	AAVX02047088.1	809	4935
elephant_shark	AAVX02047092.1	21	5698
elephant_shark	AAVX02047096.1	4075	5085
elephant_shark	AAVX02047127.1	7352	7795
elephant_shark	AAVX02047131.1	1842	2323
elephant_shark	AAVX02047144.1	6287	6775
elephant_shark	AAVX02047149.1	534	5251
elephant_shark	AAVX02047162.1	219	5270
elephant_shark	AAVX02047163.1	1293	2924
elephant_shark	AAVX02047209.1	4	7247
elephant_shark	AAVX02047225.1	637	7124
elephant_shark	AAVX02047240.1	3372	4767
elephant_shark	AAVX02047260.1	4974	7236
elephant_shark	AAVX02047273.1	5	2349
elephant_shark	AAVX02047274.1	26	3262
elephant_shark	AAVX02047310.1	1169	3037
elephant_shark	AAVX02047311.1	102	3694
elephant_shark	AAVX02047317.1	1796	4754
elephant_shark	AAVX02047326.1	423	2422
elephant_shark	AAVX02047328.1	957	5349
elephant_shark	AAVX02047333.1	21	7501
elephant_shark	AAVX02047361.1	1003	7662
elephant_shark	AAVX02047368.1	432	1449
elephant_shark	AAVX02047399.1	4720	6501
elephant_shark	AAVX02047448.1	3527	6938
elephant_shark	AAVX02047449.1	12	970
elephant_shark	AAVX02047450.1	4577	5685
elephant_shark	AAVX02047479.1	593	6591
elephant_shark	AAVX02047509.1	2549	7430
elephant_shark	AAVX02047556.1	1806	2522
elephant_shark	AAVX02047587.1	2049	3443
elephant_shark	AAVX02047604.1	1732	3708
elephant_shark	AAVX02047613.1	3627	7260
elephant_shark	AAVX02047638.1	1484	6024
elephant_shark	AAVX02047649.1	626	2414
elephant_shark	AAVX02047662.1	4789	6085
elephant_shark	AAVX02047707.1	527	5513
elephant_shark	AAVX02047731.1	322	6549
elephant_shark	AAVX02047764.1	127	4513
elephant_shark	AAVX02047772.1	2122	2694
elephant_shark	AAVX02047805.1	21	2258
elephant_shark	AAVX02047806.1	21	4016
elephant_shark	AAVX02047816.1	550	1569
elephant_shark	AAVX02047829.1	2708	6420
elephant_shark	AAVX02047949.1	3831	6885
elephant_shark	AAVX02047950.1	3204	6881
elephant_shark	AAVX02047971.1	21	5801
elephant_shark	AAVX02047992.1	21	1423
elephant_shark	AAVX02048039.1	3642	5778
elephant_shark	AAVX02048049.1	797	1861
elephant_shark	AAVX02048050.1	1717	5184
elephant_shark	AAVX02048087.1	1822	3161
elephant_shark	AAVX02048090.1	330	5671
elephant_shark	AAVX02048102.1	4073	4939
elephant_shark	AAVX02048128.1	674	4996
elephant_shark	AAVX02048129.1	514	1506
elephant_shark	AAVX02048132.1	1006	6653
elephant_shark	AAVX02048151.1	5628	6499
elephant_shark	AAVX02048154.1	4408	5183
elephant_shark	AAVX02048182.1	3749	6293
elephant_shark	AAVX02048218.1	281	1869
elephant_shark	AAVX02048225.1	1183	5495
elephant_shark	AAVX02048233.1	533	4369
elephant_shark	AAVX02048248.1	2750	6066
elephant_shark	AAVX02048257.1	1276	5999
elephant_shark	AAVX02048273.1	480	6341
elephant_shark	AAVX02048291.1	1294	3439
elephant_shark	AAVX02048327.1	21	6341
elephant_shark	AAVX02048330.1	860	6370
elephant_shark	AAVX02048355.1	1165	6383
elephant_shark	AAVX02048357.1	21	2003
elephant_shark	AAVX02048368.1	4395	6067
elephant_shark	AAVX02048374.1	219	5616
elephant_shark	AAVX02048378.1	23	6347
elephant_shark	AAVX02048388.1	5	5077
elephant_shark	AAVX02048434.1	1280	2837
elephant_shark	AAVX02048445.1	38	1312
elephant_shark	AAVX02048462.1	86	5563
elephant_shark	AAVX02048466.1	21	3257
elephant_shark	AAVX02048471.1	39	4208
elephant_shark	AAVX02048474.1	864	1883
elephant_shark	AAVX02048488.1	3600	5379
elephant_shark	AAVX02048504.1	972	6168
elephant_shark	AAVX02048549.1	21	6096
elephant_shark	AAVX02048572.1	3773	4586
elephant_shark	AAVX02048576.1	741	1566
elephant_shark	AAVX02048578.1	826	5361
elephant_shark	AAVX02048582.1	3150	5727
elephant_shark	AAVX02048589.1	440	4202
elephant_shark	AAVX02048643.1	254	5117
elephant_shark	AAVX02048649.1	1415	5987
elephant_shark	AAVX02048676.1	784	2944
elephant_shark	AAVX02048682.1	1355	5696
elephant_shark	AAVX02048694.1	1119	4293
elephant_shark	AAVX02048707.1	357	6029
elephant_shark	AAVX02048716.1	1506	5158
elephant_shark	AAVX02048722.1	5078	5774
elephant_shark	AAVX02048723.1	584	5110
elephant_shark	AAVX02048770.1	1198	4842
elephant_shark	AAVX02048771.1	2166	4820
elephant_shark	AAVX02048780.1	1325	1912
elephant_shark	AAVX02048790.1	94	5924
elephant_shark	AAVX02048802.1	3302	5913
elephant_shark	AAVX02048807.1	140	792
elephant_shark	AAVX02048812.1	1788	3775
elephant_shark	AAVX02048833.1	21	4970
elephant_shark	AAVX02048839.1	21	2390
elephant_shark	AAVX02048840.1	47	4457
elephant_shark	AAVX02048843.1	21	5374
elephant_shark	AAVX02048844.1	1578	4729
elephant_shark	AAVX02048847.1	277	1342
elephant_shark	AAVX02048861.1	951	3455
